intake_index,animal_id,name,datetime,monthyear,found_location,intake_type,intake_condition,animal_type,sex_upon_intake,age_upon_intake,breed,color,los,outcome_index,outcome_animal_id,outcome_name,outcome_datetime,outcome_monthyear,outcome_date_of_birth,outcome_type,outcome_subtype,outcome_animal_type,sex_upon_outcome,age_upon_outcome,outcome_breed,outcome_color,days_old,species
804,A695072,Leo,01/08/2015 02:43:00 PM,01/08/2015 02:43:00 PM,Stassney/S. Congress in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Schipperke Mix,Black/White,10,36338,A695072,Leo,01/18/2015 03:38:00 PM,01/18/2015 03:38:00 PM,01/08/2014,Adoption,,Dog,Neutered Male,1 year,Schipperke Mix,Black/White,365,Dog
805,A694892,Tina,01/06/2015 11:35:00 AM,01/06/2015 11:35:00 AM,11604 Loweswater in Austin (TX),Stray,Nursing,Dog,Intact Female,2 years,Pit Bull Mix,White/Brown Brindle,2,17306,A694892,Tina,01/08/2015 12:57:00 PM,01/08/2015 12:57:00 PM,01/06/2013,Return to Owner,,Dog,Intact Female,2 years,Pit Bull Mix,White/Brown Brindle,730,Dog
806,A726012,,05/05/2016 08:03:00 AM,05/05/2016 08:03:00 AM,2702 Rae Dell Ave in Austin (TX),Stray,Sick,Kitten,Intact Female,2 weeks,Domestic Medium Hair Mix,Seal Point,0,15067,A726012,,05/05/2016 01:17:00 PM,05/05/2016 01:17:00 PM,04/20/2016,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Medium Hair Mix,Seal Point,15,Cat
807,A758021,,09/10/2017 12:16:00 PM,09/10/2017 12:16:00 PM,Outside Jurisdiction,Public Assist,Normal,Puppy,Intact Male,3 months,Doberman Pinsch Mix,Black/Brown,8,40141,A758021,,09/19/2017 07:22:00 AM,09/19/2017 07:22:00 AM,05/26/2017,Transfer,Partner,Dog,Intact Male,3 months,Doberman Pinsch Mix,Black/Brown,107,Dog
808,A696373,Reeses,02/03/2015 08:52:00 PM,02/03/2015 08:52:00 PM,308 Le Grande Ave in Austin (TX),Stray,Normal,Cat,Neutered Male,9 years,Domestic Shorthair Mix,Orange Tabby/Orange,9,65311,A696373,Reeses,02/13/2015 08:38:00 AM,02/13/2015 08:38:00 AM,02/08/2005,Return to Owner,,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Orange Tabby/Orange,3647,Cat
809,A775457,Ms. Piggly,06/30/2018 01:01:00 PM,06/30/2018 01:01:00 PM,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,7 years,Australian Cattle Dog Mix,Black,9,63222,A775457,Ms. Piggly,07/10/2018 12:00:00 AM,07/10/2018 12:00:00 AM,06/30/2011,Transfer,Partner,Dog,Intact Female,7 years,Australian Cattle Dog Mix,Black,2557,Dog
810,A776327,,07/11/2018 05:22:00 PM,07/11/2018 05:22:00 PM,2412 Kramer Lane in Austin (TX),Stray,Normal,Kitten,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby,0,71983,A776327,,07/12/2018 12:05:00 PM,07/12/2018 12:05:00 PM,06/26/2018,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby,15,Cat
811,A731494,Blake,07/23/2016 11:12:00 AM,07/23/2016 11:12:00 AM,5416 Marlborough Dr in Austin (TX),Stray,Injured,Kitten,Intact Male,3 months,Bombay Mix,Black,68,4225,A731494,Blake,09/30/2016 09:28:00 AM,09/30/2016 09:28:00 AM,04/08/2016,Adoption,Foster,Cat,Neutered Male,5 months,Bombay Mix,Black,106,Cat
812,A739416,*Tater,12/02/2016 02:00:00 PM,12/02/2016 02:00:00 PM,6719 N Lamar Blvd in Austin (TX),Stray,Normal,Puppy,Intact Male,1 month,Dachshund,Black/Brown,18,12138,A739416,*Tater,12/20/2016 11:02:00 PM,12/20/2016 11:02:00 PM,10/18/2016,Adoption,Foster,Dog,Neutered Male,2 months,Dachshund,Black/Brown,45,Dog
813,A776209,,07/10/2018 11:36:00 AM,07/10/2018 11:36:00 AM,Alameda Drive And East Monroe Street in Austin (TX),Stray,Normal,Kitten,Intact Male,4 months,Domestic Shorthair Mix,Cream Tabby,3,20257,A776209,,07/13/2018 05:04:00 PM,07/13/2018 05:04:00 PM,03/10/2018,Transfer,Snr,Cat,Intact Male,4 months,Domestic Shorthair Mix,Cream Tabby,122,Cat
814,A776722,*Pearl,07/18/2018 10:19:00 AM,07/18/2018 10:19:00 AM,9808 Sunflower Drive in Austin (TX),Stray,Nursing,Dog,Intact Female,2 years,Labrador Retriever,Yellow,30,61635,A776722,*Pearl,08/17/2018 11:49:00 AM,08/17/2018 11:49:00 AM,07/18/2016,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever,Yellow,730,Dog
815,A756480,,08/20/2017 03:00:00 PM,08/20/2017 03:00:00 PM,8518 Bradford Dr in Austin (TX),Stray,Sick,Kitten,Intact Male,1 month,Domestic Shorthair Mix,White/Black,1,20613,A756480,,08/21/2017 06:36:00 PM,08/21/2017 06:36:00 PM,07/13/2017,Return to Owner,,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Black,38,Cat
816,A774104,*Jade,06/10/2018 01:18:00 PM,06/10/2018 01:18:00 PM,2003 Man O War in Del Valle (TX),Stray,Normal,Kitten,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby,77,43656,A774104,*Jade,08/26/2018 05:54:00 PM,08/26/2018 05:54:00 PM,05/10/2018,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby,31,Cat
817,A721261,Muffy,02/24/2016 11:10:00 AM,02/24/2016 11:10:00 AM,Del Valle (TX),Owner Surrender,Normal,Dog,Spayed Female,8 years,Lhasa Apso Mix,Tricolor,0,4601,A721261,Muffy,02/24/2016 01:50:00 PM,02/24/2016 01:50:00 PM,02/24/2008,Transfer,Partner,Dog,Spayed Female,8 years,Lhasa Apso Mix,Tricolor,2922,Dog
818,A682410,,06/27/2014 02:02:00 PM,06/27/2014 02:02:00 PM,2505 Inwood Pl in Austin (TX),Wildlife,Normal,Other,Unknown,4 weeks,Bat Mix,Red/Cream,0,20515,A682410,,06/27/2014 02:35:00 PM,06/27/2014 02:35:00 PM,05/27/2014,Euthanasia,Rabies Risk,Other,Unknown,4 weeks,Bat Mix,Red/Cream,31,Other
819,A665483,,10/18/2013 02:33:00 PM,10/18/2013 02:33:00 PM,E. 3Rd & Trinity in Austin (TX),Wildlife,Normal,Other,Unknown,6 months,Bat Mix,Gray,0,35350,A665483,,10/18/2013 03:28:00 PM,10/18/2013 03:28:00 PM,04/18/2013,Euthanasia,Rabies Risk,Other,Unknown,6 months,Bat Mix,Gray,183,Other
820,A381217,Cherokee,06/04/2017 05:21:00 PM,06/04/2017 05:21:00 PM,2005 Willow Creek in Austin (TX),Stray,Normal,Dog,Neutered Male,13 years,Miniature Poodle/Cairn Terrier,White/Cream,5,72634,A381217,Cherokee,06/09/2017 06:51:00 PM,06/09/2017 06:51:00 PM,03/05/2004,Rto-Adopt,,Dog,Neutered Male,13 years,Miniature Poodle/Cairn Terrier,White/Cream,4839,Dog
821,A704707,,06/08/2015 11:40:00 AM,06/08/2015 11:40:00 AM,6700 Evelyn Rd in Austin (TX),Stray,Normal,Kitten,Unknown,3 weeks,Siamese Mix,Seal Point,0,68245,A704707,,06/08/2015 04:25:00 PM,06/08/2015 04:25:00 PM,05/17/2015,Transfer,Partner,Cat,Unknown,3 weeks,Siamese Mix,Seal Point,22,Cat
822,A731804,*Stella,07/27/2016 04:14:00 PM,07/27/2016 04:14:00 PM,2048 W Stassney Ln in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue/White,53,86833,A731804,*Stella,09/18/2016 06:05:00 PM,09/18/2016 06:05:00 PM,07/27/2015,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue/White,366,Cat
823,A703711,Domingo,06/21/2015 08:36:00 AM,06/21/2015 08:36:00 AM,4434 Frontier in Austin (TX),Stray,Normal,Dog,Neutered Male,5 months,German Shepherd/Labrador Retriever,Black,0,35951,A703711,Domingo,06/21/2015 04:17:00 PM,06/21/2015 04:17:00 PM,12/28/2014,Return to Owner,,Dog,Neutered Male,5 months,German Shepherd/Labrador Retriever,Black,175,Dog
824,A735184,*Mia,09/20/2016 11:27:00 AM,09/20/2016 11:27:00 AM,3001 Yandall in Austin (TX),Stray,Normal,Kitten,Intact Female,4 weeks,Domestic Shorthair Mix,Torbie,9,12862,A735184,*Mia,09/30/2016 12:00:00 AM,09/30/2016 12:00:00 AM,08/20/2016,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Torbie,31,Cat
825,A618681,*Gidget,10/27/2014 03:24:00 PM,10/27/2014 03:24:00 PM,124 West Anderson Lane in Austin (TX),Stray,Normal,Cat,Spayed Female,4 years,Tonkinese Mix,Tortie,4,75451,A618681,*Gidget,11/01/2014 02:26:00 PM,11/01/2014 02:26:00 PM,01/17/2010,Transfer,Partner,Cat,Spayed Female,4 years,Tonkinese Mix,Tortie,1744,Cat
826,A732733,,08/13/2016 11:42:00 AM,08/13/2016 11:42:00 AM,7619 Scenic Brook in Austin (TX),Public Assist,Sick,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black/White,0,78124,A732733,,08/14/2016 12:00:00 AM,08/14/2016 12:00:00 AM,08/12/2015,Transfer,Partner,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black/White,367,Cat
827,A760380,,10/17/2017 01:06:00 PM,10/17/2017 01:06:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,5 months,Domestic Medium Hair Mix,Orange Tabby,3,57257,A760380,,10/21/2017 12:20:00 PM,10/21/2017 12:20:00 PM,05/17/2017,Adoption,,Cat,Neutered Male,5 months,Domestic Medium Hair Mix,Orange Tabby,153,Cat
828,A734064,,08/31/2016 06:43:00 PM,08/31/2016 06:43:00 PM,4924 Craigwood And Fm 969 in Austin (TX),Stray,Normal,Kitten,Intact Male,3 weeks,Domestic Shorthair Mix,Blue/White,7,40060,A734064,,09/08/2016 11:41:00 AM,09/08/2016 11:41:00 AM,08/09/2016,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue/White,22,Cat
829,A746282,Bootz,03/30/2017 06:44:00 PM,03/30/2017 06:44:00 PM,7001 Onion Creek in Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,Beagle Mix,Tricolor,3,88260,A746282,Bootz,04/03/2017 04:39:00 PM,04/03/2017 04:39:00 PM,03/30/2015,Return to Owner,,Dog,Intact Female,2 years,Beagle Mix,Tricolor,731,Dog
830,A701397,*Platypus,04/28/2015 06:44:00 PM,04/28/2015 06:44:00 PM,6600 Elm Creek in Austin (TX),Stray,Normal,Kitten,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby,41,72525,A701397,*Platypus,06/09/2015 11:59:00 AM,06/09/2015 11:59:00 AM,03/28/2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,31,Cat
831,A701691,Shadow,05/03/2015 01:33:00 PM,05/03/2015 01:33:00 PM,528 S Meadowlark St in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Golden Retriever Mix,Red,11,48024,A701691,Shadow,05/15/2015 09:28:00 AM,05/15/2015 09:28:00 AM,05/03/2013,Euthanasia,Aggressive,Dog,Intact Male,2 years,Golden Retriever Mix,Red,730,Dog
832,A719480,Ricky,01/21/2016 11:10:00 AM,01/21/2016 11:10:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 years,Domestic Medium Hair Mix,Brown Tabby/White,19,41902,A719480,Ricky,02/09/2016 04:31:00 PM,02/09/2016 04:31:00 PM,01/21/2014,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Brown Tabby/White,730,Cat
833,A710732,*Tilly,08/26/2015 07:04:00 PM,08/26/2015 07:04:00 PM,1912 E William Cannon Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,10 years,Boxer/English Bulldog,Brown Brindle/White,16,2924,A710732,*Tilly,09/12/2015 01:07:00 PM,09/12/2015 01:07:00 PM,08/27/2005,Adoption,,Dog,Spayed Female,10 years,Boxer/English Bulldog,Brown Brindle/White,3651,Dog
834,A673208,Cataleya,02/20/2014 11:16:00 AM,02/20/2014 11:16:00 AM,Mckinney Falls Pkwy & Terrell Ln in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Boxer,White,4,74948,A673208,Cataleya,02/24/2014 06:37:00 PM,02/24/2014 06:37:00 PM,02/20/2013,Return to Owner,,Dog,Spayed Female,1 year,Boxer,White,365,Dog
835,A711477,Ollie,09/07/2015 12:29:00 PM,09/07/2015 12:29:00 PM,Travis (TX),Owner Surrender,Normal,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Orange Tabby,9,66404,A711477,Ollie,09/16/2015 06:26:00 PM,09/16/2015 06:26:00 PM,03/07/2015,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Orange Tabby,184,Cat
836,A763559,Brando,12/11/2017 04:03:00 PM,12/11/2017 04:03:00 PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,7 years,German Shepherd Mix,Black/Tricolor,9,47414,A763559,Brando,12/21/2017 11:16:00 AM,12/21/2017 11:16:00 AM,12/21/2009,Return to Owner,,Dog,Neutered Male,8 years,German Shepherd Mix,Black/Tricolor,2912,Dog
837,A755040,*Hansel,07/28/2017 02:18:00 PM,07/28/2017 02:18:00 PM,14811 Bescott Drive in Austin (TX),Stray,Normal,Kitten,Intact Male,1 weeks,Domestic Shorthair Mix,Orange Tabby,67,49283,A755040,*Hansel,10/03/2017 04:44:00 PM,10/03/2017 04:44:00 PM,07/19/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,9,Cat
838,A724748,Cal,04/21/2016 01:12:00 PM,04/21/2016 01:12:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,8 months,Domestic Shorthair Mix,Black,68,6532,A724748,Cal,06/28/2016 02:50:00 PM,06/28/2016 02:50:00 PM,08/21/2015,Adoption,,Cat,Neutered Male,10 months,Domestic Shorthair Mix,Black,244,Cat
839,A775501,Zeus,07/01/2018 11:48:00 AM,07/01/2018 11:48:00 AM,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,8 years,Maltese Mix,White,1,66591,A775501,Zeus,07/02/2018 12:00:00 PM,07/02/2018 12:00:00 PM,07/01/2010,Return to Owner,,Dog,Neutered Male,8 years,Maltese Mix,White,2922,Dog
840,A601498,Boudreaux,06/19/2015 06:46:00 PM,06/19/2015 06:46:00 PM,S 1St St And Meadow Lea Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Rat Terrier,Tricolor,7,18965,A601498,Boudreaux,06/27/2015 03:34:00 PM,06/27/2015 03:34:00 PM,11/20/2009,Return to Owner,,Dog,Neutered Male,5 years,Rat Terrier,Tricolor,2037,Dog
841,A712592,,09/25/2015 02:33:00 PM,09/25/2015 02:33:00 PM,124 W Anderson Ln in Austin (TX),Stray,Nursing,Kitten,Intact Male,2 days,Domestic Shorthair Mix,Brown Tabby,0,88488,A712592,,09/25/2015 04:00:00 PM,09/25/2015 04:00:00 PM,09/23/2015,Transfer,Partner,Cat,Intact Male,2 days,Domestic Shorthair Mix,Brown Tabby,2,Cat
842,A663556,Luna,02/13/2015 04:23:00 PM,02/13/2015 04:23:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Papillon,Yellow/White,0,82203,A663556,Luna,02/14/2015 01:02:00 PM,02/14/2015 01:02:00 PM,11/20/2012,Adoption,,Dog,Spayed Female,2 years,Papillon,Yellow/White,815,Dog
843,A719106,*Harvey,01/13/2016 11:54:00 AM,01/13/2016 11:54:00 AM,Shady Ln And Airport Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tricolor,4,52646,A719106,*Harvey,01/17/2016 06:05:00 PM,01/17/2016 06:05:00 PM,01/13/2015,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tricolor,365,Dog
844,A777915,Gale,08/05/2018 01:40:00 PM,08/05/2018 01:40:00 PM,11701 Big Trail in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,German Shepherd Mix,White,15,67629,A777915,Gale,08/20/2018 06:30:00 PM,08/20/2018 06:30:00 PM,08/06/2014,Adoption,,Dog,Neutered Male,4 years,German Shepherd Mix,White,1460,Dog
845,A730966,*Pororo,07/14/2016 07:48:00 AM,07/14/2016 07:48:00 AM,Parker Ln & Timber Ridge in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tan/White,4,55392,A730966,*Pororo,07/18/2016 05:42:00 PM,07/18/2016 05:42:00 PM,07/14/2015,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tan/White,366,Dog
846,A680862,,06/09/2014 11:40:00 AM,06/09/2014 11:40:00 AM,2000 N. Ih35 in Austin (TX),Stray,Normal,Bird,Unknown,2 weeks,Duck,Yellow/Black,0,6355,A680862,,06/10/2014 12:00:00 AM,06/10/2014 12:00:00 AM,05/25/2014,Transfer,Partner,Bird,Unknown,2 weeks,Duck,Yellow/Black,15,Bird
847,A712044,*Owen,09/16/2015 10:55:00 AM,09/16/2015 10:55:00 AM,2816 E 12Th St in Austin (TX),Stray,Normal,Puppy,Intact Male,2 months,German Shepherd/Labrador Retriever,Red/Black,6,49681,A712044,*Owen,09/22/2015 06:09:00 PM,09/22/2015 06:09:00 PM,07/16/2015,Adoption,,Dog,Neutered Male,2 months,German Shepherd/Labrador Retriever,Red/Black,62,Dog
848,A707779,Roo,01/10/2016 07:07:00 PM,01/10/2016 07:07:00 PM,6511 S. I 35 in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Chihuahua Shorthair/Jack Russell Terrier,Tricolor,4,64681,A707779,Roo,01/15/2016 03:15:00 PM,01/15/2016 03:15:00 PM,11/17/2014,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair/Jack Russell Terrier,Tricolor,419,Dog
849,A763341,Honey,12/08/2017 10:45:00 AM,12/08/2017 10:45:00 AM,Pleasant Valley And Cesar Chavez in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Bull Terrier,Brown/White,0,22033,A763341,Honey,12/08/2017 05:48:00 PM,12/08/2017 05:48:00 PM,12/08/2016,Return to Owner,,Dog,Intact Female,1 year,Bull Terrier,Brown/White,365,Dog
850,A744539,Lizzie,03/10/2017 09:39:00 AM,03/10/2017 09:39:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,8 years,Chihuahua Shorthair Mix,Tan,3,92136,A744539,Lizzie,03/13/2017 04:21:00 PM,03/13/2017 04:21:00 PM,03/02/2009,Transfer,Partner,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Tan,2930,Dog
851,A719790,*Kristoff,01/27/2016 06:54:00 PM,01/27/2016 06:54:00 PM,Austin (TX),Owner Surrender,Normal,Kitten,Intact Male,1 month,Domestic Shorthair Mix,Blue,4,26394,A719790,*Kristoff,02/01/2016 01:30:00 PM,02/01/2016 01:30:00 PM,11/27/2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue,61,Cat
852,A722780,*Kev,03/22/2016 11:18:00 AM,03/22/2016 11:18:00 AM,Austin (TX),Owner Surrender,Injured,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan/Black,112,61862,A722780,*Kev,07/13/2016 08:53:00 AM,07/13/2016 08:53:00 AM,03/22/2014,Adoption,Foster,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan/Black,731,Dog
853,A703590,*Pasqual,05/27/2015 11:14:00 AM,05/27/2015 11:14:00 AM,6311 Colina Ln in Austin (TX),Stray,Normal,Kitten,Intact Male,1 month,Domestic Longhair Mix,Black/White,71,17417,A703590,*Pasqual,08/06/2015 06:22:00 PM,08/06/2015 06:22:00 PM,03/27/2015,Adoption,,Cat,Neutered Male,4 months,Domestic Longhair Mix,Black/White,61,Cat
854,A670497,Rock,10/11/2018 05:54:00 PM,10/11/2018 05:54:00 PM,12148 Jollyville in Austin (TX),Stray,Normal,Dog,Neutered Male,6 years,Pit Bull Mix,White/Brown Brindle,0,8134,A670497,Rock,10/12/2018 11:38:00 AM,10/12/2018 11:38:00 AM,01/09/2012,Return to Owner,,Dog,Neutered Male,6 years,Pit Bull Mix,White/Brown Brindle,2467,Dog
855,A766540,*Hercules,02/11/2018 12:36:00 PM,02/11/2018 12:36:00 PM,2800 Metcalfe Road in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Fawn/White,19,71501,A766540,*Hercules,03/02/2018 06:08:00 PM,03/02/2018 06:08:00 PM,02/11/2017,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull Mix,Fawn/White,365,Dog
856,A777838,,08/04/2018 11:53:00 AM,08/04/2018 11:53:00 AM,8Th Street And Congress Avenue in Austin (TX),Stray,Normal,Kitten,Intact Female,1 month,Domestic Shorthair Mix,White/Blue,4,48529,A777838,,08/08/2018 04:10:00 PM,08/08/2018 04:10:00 PM,06/04/2018,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Blue,61,Cat
857,A747889,Violet,04/26/2017 12:48:00 PM,04/26/2017 12:48:00 PM,River Timber Dr And Man O War Dr in Del Valle (TX),Stray,Normal,Dog,Intact Female,1 year,Blue Lacy Mix,Sable/Brown,5,37135,A747889,Violet,05/01/2017 06:36:00 PM,05/01/2017 06:36:00 PM,10/26/2015,Adoption,,Dog,Spayed Female,1 year,Blue Lacy Mix,Sable/Brown,548,Dog
859,A735680,*Elias,09/27/2016 12:17:00 PM,09/27/2016 12:17:00 PM,14908 Fagerquist Rd in Austin (TX),Stray,Normal,Kitten,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,8,83944,A735680,*Elias,10/05/2016 07:00:00 PM,10/05/2016 07:00:00 PM,07/27/2016,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,62,Cat
860,A783600,,11/02/2018 03:00:00 PM,11/02/2018 03:00:00 PM,Austin (TX),Stray,Normal,Kitten,Intact Female,2 weeks,Domestic Shorthair Mix,Tortie,0,62842,A783600,,11/03/2018 07:37:00 AM,11/03/2018 07:37:00 AM,10/18/2018,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Tortie,15,Cat
861,A719061,Max,01/12/2016 09:30:00 AM,01/12/2016 09:30:00 AM,1412 Orange Spice Ct in Travis (TX),Owner Surrender,Normal,Dog,Intact Male,8 months,Akita,Sable/White,12,13970,A719061,Max,01/24/2016 03:38:00 PM,01/24/2016 03:38:00 PM,05/12/2015,Adoption,,Dog,Neutered Male,8 months,Akita,Sable/White,245,Dog
862,A694500,Zari,12/29/2014 02:23:00 PM,12/29/2014 02:23:00 PM,2336 Douglas St in Austin (TX),Stray,Normal,Dog,Spayed Female,9 years,Dachshund Mix,Red,5,19942,A694500,Zari,01/04/2015 01:10:00 PM,01/04/2015 01:10:00 PM,12/30/2005,Transfer,Partner,Dog,Spayed Female,9 years,Dachshund Mix,Red,3286,Dog
863,A577832,Chopper,05/01/2014 04:02:00 PM,05/01/2014 04:02:00 PM,9206 Spring Hollow Dr in Austin (TX),Public Assist,Normal,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Orange Tabby/White,4,20199,A577832,Chopper,05/06/2014 11:40:00 AM,05/06/2014 11:40:00 AM,06/26/2009,Return to Owner,,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Orange Tabby/White,1770,Cat
864,A683365,*August,07/09/2014 04:23:00 PM,07/09/2014 04:23:00 PM,1156 W Cesar Chavez St in Austin (TX),Stray,Normal,Kitten,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/Black,4,79955,A683365,*August,07/13/2014 06:20:00 PM,07/13/2014 06:20:00 PM,04/09/2014,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby/Black,91,Cat
865,A716391,*Muffin,11/19/2015 04:34:00 PM,11/19/2015 04:34:00 PM,900 Ruth Ave in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Miniature Schnauzer Mix,Chocolate,3,26785,A716391,*Muffin,11/23/2015 12:00:00 AM,11/23/2015 12:00:00 AM,11/23/2012,Transfer,Partner,Dog,Spayed Female,3 years,Miniature Schnauzer Mix,Chocolate,1091,Dog
866,A734764,Ruca,07/17/2017 12:31:00 PM,07/17/2017 12:31:00 PM,5700 Cameron Rd in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Brown,33,31520,A734764,Ruca,08/19/2017 06:48:00 PM,08/19/2017 06:48:00 PM,03/28/2016,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Brown,476,Dog
867,A729277,Baby,06/15/2016 02:50:00 PM,06/15/2016 02:50:00 PM,7201 Levander Loop in Austin (TX),Stray,Normal,Puppy,Intact Female,1 month,Plott Hound Mix,Brown Brindle,4,88017,A729277,Baby,06/19/2016 04:57:00 PM,06/19/2016 04:57:00 PM,04/15/2016,Adoption,,Dog,Spayed Female,2 months,Plott Hound Mix,Brown Brindle,61,Dog
868,A713220,Tuffy,10/04/2015 12:06:00 PM,10/04/2015 12:06:00 PM,Sleepytime Trl And Tudor House Rd in Pflugerville (TX),Stray,Normal,Dog,Neutered Male,9 years,Shih Tzu,Tan/White,0,24539,A713220,Tuffy,10/05/2015 11:22:00 AM,10/05/2015 11:22:00 AM,10/05/2006,Return to Owner,,Dog,Neutered Male,9 years,Shih Tzu,Tan/White,3286,Dog
869,A697431,Lily,02/23/2015 05:38:00 PM,02/23/2015 05:38:00 PM,2609 Cesar Chavez in Austin (TX),Stray,Normal,Dog,Intact Female,10 years,Maltese,White,13,59252,A697431,Lily,03/09/2015 11:42:00 AM,03/09/2015 11:42:00 AM,02/24/2005,Adoption,,Dog,Spayed Female,10 years,Maltese,White,3651,Dog
870,A762769,,11/26/2017 05:55:00 PM,11/26/2017 05:55:00 PM,3703 Robinson Avenue in Austin (TX),Stray,Normal,Kitten,Intact Female,1 month,Domestic Shorthair Mix,Blue/White,3,23752,A762769,,11/30/2017 04:30:00 PM,11/30/2017 04:30:00 PM,09/26/2017,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue/White,61,Cat
871,A758874,,09/23/2017 01:16:00 PM,09/23/2017 01:16:00 PM,2201 Perry Avenue in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Black/White,4,52901,A758874,,09/27/2017 04:41:00 PM,09/27/2017 04:41:00 PM,09/23/2016,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Black/White,365,Dog
872,A768206,Panda,06/04/2018 10:43:00 AM,06/04/2018 10:43:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Border Collie Mix,Black/White,43,4918,A768206,Panda,07/17/2018 11:38:00 AM,07/17/2018 11:38:00 AM,03/14/2016,Transfer,Partner,Dog,Spayed Female,2 years,Border Collie Mix,Black/White,812,Dog
873,A703513,*Beauregard,05/25/2015 03:48:00 PM,05/25/2015 03:48:00 PM,1157 Salina St in Austin (TX),Stray,Normal,Kitten,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby/White,55,80319,A703513,*Beauregard,07/19/2015 07:13:00 PM,07/19/2015 07:13:00 PM,03/25/2015,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue Tabby/White,61,Cat
